id,label
281,0
282,0
283,0
284,0
285,1
286,1
287,0
288,0
289,0
290,1
291,1
292,0
293,0
294,1
295,1
296,1
297,0
298,1
299,0
300,1
301,1
302,1
303,0
304,0
305,0
306,1
307,0
308,1
309,0
310,0
311,0
312,0
313,1
314,0
315,0
316,1
317,1
318,1
319,1
320,0
321,0
322,0
323,0
324,0
325,1
326,1
327,0
328,1
329,1
330,0
331,1
332,0
333,1
334,1
335,0
336,0
337,1
338,1
339,0
340,1
341,0
342,1
343,1
344,0
345,1
346,0
347,0
348,1
349,1
350,0
351,0
352,0
353,0
354,1
355,1
356,1
357,0
358,0
359,0
360,1
361,1
362,0
363,1
364,1
365,1
366,0
367,1
368,0
369,1
370,1
371,0
372,0
373,1
374,0
375,0
376,1
377,1
378,0
379,0
380,1
381,1
382,0
383,0
384,1
385,1
386,0
387,1
388,0
389,0
390,1
391,1
392,0
393,1
394,0
395,0
396,0
397,0
398,1
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,1
407,0
408,1
409,0
410,1
411,1
412,1
413,0
414,0
415,1
416,0
417,1
418,0
419,0
420,1
421,0
422,0
423,1
424,1
425,0
426,1
427,1
428,0
429,0
430,0
431,1
432,0
433,0
434,0
435,0
436,0
437,1
438,0
439,0
440,0
441,0
442,0
443,1
444,0
445,1
446,0
447,0
448,1
449,1
450,0
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,1
459,0
460,0
461,1
462,0
463,0
464,1
465,1
466,0
467,0
468,0
469,0
470,0
471,0
472,1
473,0
474,0
475,0
476,1
477,1
478,1
479,0
480,1
481,0
482,0
483,0
484,1
485,1
486,1
487,1
488,1
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,1
498,1
499,0
500,0
501,1
502,1
503,1
504,0
505,0
506,1
507,0
508,0
509,1
510,0
511,0
512,1
513,1
514,0
515,1
516,0
517,0
518,1
519,1
520,1
521,1
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,1
530,1
531,0
532,0
533,0
534,0
535,0
536,1
537,0
538,0
539,0
540,0
541,0
542,1
543,0
544,1
545,1
546,0
547,0
548,0
549,0
550,1
551,1
552,1
553,0
554,0
555,0
556,0
557,1
558,0
559,0
560,1
561,0
562,0
563,0
564,1
565,1
566,0
567,0
568,1
569,1
570,1
571,1
572,0
573,0
574,1
575,1
576,0
577,1
578,0
579,1
580,0
581,1
582,1
583,0
584,1
585,1
586,0
587,0
588,1
589,0
590,0
591,0
592,0
593,0
594,1
595,1
596,0
597,1
598,0
599,0
600,1
601,0
602,0
603,0
604,1
605,0
606,0
607,0
608,1
609,0
610,0
611,0
612,1
613,1
614,0
615,1
616,1
617,0
618,0
619,1
620,0
621,1
622,0
623,1
624,1
625,1
626,0
627,1
628,1
629,0
630,1
631,0
632,1
633,1
634,1
635,0
636,0
637,0
638,1
639,0
640,0
641,0
642,0
643,1
644,1
645,0
646,0
647,0
648,1
649,1
650,0
651,1
652,1
653,1
654,0
655,1
656,1
657,0
658,1
659,0
660,0
661,1
662,1
663,1
664,1
665,1
666,0
667,1
668,1
669,0
670,0
671,0
672,0
673,1
674,1
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,1
683,0
684,1
685,0
686,0
687,0
688,1
689,0
690,1
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,1
699,0
700,0
701,0
702,1
703,0
704,0
705,0
706,0
707,1
708,0
709,0
710,1
711,1
712,0
713,1
714,1
715,0
716,1
717,1
718,0
719,1
720,1
721,0
722,1
723,0
724,1
725,0
726,1
727,1
728,0
729,1
730,0
731,0
732,1
733,0
734,1
735,1
736,1
737,0
738,0
739,1
740,0
741,0
742,0
743,1
744,0
745,0
746,0
747,1
748,0
749,0
750,0
751,1
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,1
760,0
761,0
762,1
763,1
764,1
765,0
766,0
767,1
768,0
769,0
770,0
771,0
772,1
773,0
774,1
775,1
776,1
777,1
778,0
779,1
780,0
781,1
782,0
783,1
784,1
785,0
786,0
787,1
788,0
789,1
790,1
791,1
792,0
793,0
794,0
795,1
796,0
797,0
798,1
799,0
800,1
801,1
802,1
803,1
804,1
805,0
806,0
807,0
808,1
809,0
810,0
811,0
812,0
813,0
814,0
815,1
816,1
817,1
818,0
819,0
820,1
821,0
822,1
823,0
824,1
825,1
826,0
827,1
828,0
829,1
830,1
831,0
832,0
833,0
834,0
835,0
836,1
837,1
838,1
839,0
840,1
841,0
842,1
843,0
844,1
845,1
846,1
847,0
848,0
849,1
850,0
851,0
852,0
853,1
854,1
855,1
856,1
857,1
858,0
859,1
860,1
861,0
862,1
863,0
864,0
865,1
866,1
867,0
868,0
869,0
870,0
871,0
872,1
873,0
874,0
875,0
876,0
877,0
878,1
879,1
880,1
881,1
882,0
883,0
884,0
885,1
886,1
887,0
888,0
889,0
890,0
891,1
892,0
893,0
894,1
895,0
896,0
897,1
898,0
899,1
900,0
901,1
902,0
903,0
904,1
905,1
906,1
907,1
908,0
909,0
910,0
911,1
912,0
913,0
914,1
915,1
916,0
917,1
918,0
919,0
920,1
921,1
922,0
923,0
924,1
925,1
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,1
938,0
939,0
940,1
941,1
942,1
943,0
944,1
945,1
946,1
947,0
948,0
949,1
950,0
951,1
952,1
953,1
954,0
955,0
956,1
957,1
958,1
959,0
960,0
961,0
962,1
963,1
964,0
965,0
966,0
967,0
968,1
969,1
970,1
971,0
972,0
973,0
974,0
975,1
976,1
977,0
978,0
979,1
980,0
981,0
982,0
983,0
984,1
985,0
986,1
987,0
988,0
989,1
990,0
991,1
992,1
993,0
994,1
995,0
996,0
997,1
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,1
1005,1
1006,1
1007,1
1008,0
1009,1
1010,1
1011,1
1012,0
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,0
1022,1
1023,0
1024,1
1025,0
1026,0
1027,1
1028,0
1029,0
1030,0
1031,1
1032,1
1033,1
1034,0
1035,1
1036,1
1037,1
1038,0
1039,1
1040,1
1041,0
1042,1
1043,0
1044,1
1045,0
1046,1
1047,1
1048,1
1049,0
1050,0
1051,0
1052,0
1053,0
1054,1
1055,0
1056,1
1057,0
1058,1
1059,0
1060,1
1061,1
1062,0
1063,0
1064,0
1065,0
1066,1
1067,0
1068,0
1069,0
1070,1
1071,0
1072,1
1073,0
1074,0
1075,0
1076,1
1077,0
1078,1
1079,0
1080,1
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,1
1088,1
1089,1
1090,1
1091,0
1092,0
1093,1
1094,1
1095,1
1096,0
1097,1
1098,0
1099,0
1100,0
1101,0
1102,0
1103,1
1104,0
1105,0
1106,1
1107,1
1108,0
1109,1
1110,0
1111,1
1112,0
1113,0
1114,1
1115,0
1116,0
1117,1
1118,0
1119,0
1120,0
1121,0
1122,1
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,0
1136,1
1137,1
1138,1
1139,0
1140,0
1141,1
1142,1
1143,0
1144,0
1145,0
1146,0
1147,0
1148,1
1149,0
1150,0
1151,1
1152,0
1153,1
1154,0
1155,0
1156,1
1157,0
1158,0
1159,0
1160,0
1161,1
1162,0
1163,1
1164,1
1165,0
1166,1
1167,1
1168,0
1169,1
1170,1
1171,1
1172,1
1173,0
1174,1
1175,1
1176,0
1177,0
1178,1
1179,0
1180,0
1181,0
1182,0
1183,1
1184,1
1185,0
1186,0
1187,1
1188,1
1189,1
1190,0
1191,1
1192,0
1193,1
1194,1
1195,1
1196,1
1197,0
1198,1
1199,1
1200,0
1201,1
1202,1
1203,0
1204,1
1205,1
1206,0
1207,0
1208,1
1209,1
1210,0
1211,0
1212,0
1213,0
1214,0
1215,1
1216,0
1217,1
1218,1
1219,0
1220,1
1221,0
1222,1
1223,1
1224,0
1225,0
1226,0
1227,1
1228,1
1229,0
1230,0
1231,1
1232,0
1233,1
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,1
1241,1
1242,1
1243,0
1244,1
1245,1
1246,0
1247,0
1248,0
1249,0
1250,1
1251,1
1252,1
1253,0
1254,1
1255,1
1256,1
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,1
1265,0
1266,1
1267,0
1268,0
1269,0
1270,1
1271,1
1272,0
1273,1
1274,1
1275,0
1276,0
1277,0
1278,1
1279,0
1280,1
1281,0
1282,0
1283,1
1284,1
1285,0
1286,0
1287,1
1288,1
1289,0
1290,1
1291,1
1292,1
1293,1
1294,1
1295,0
1296,0
1297,0
1298,1
1299,0
1300,0
1301,1
1302,1
1303,0
1304,0
1305,0
1306,0
1307,1
1308,0
1309,1
1310,1
1311,0
1312,1
1313,0
1314,0
1315,1
1316,1
1317,1
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,1
1328,0
1329,0
1330,1
1331,0
1332,0
1333,1
1334,1
1335,1
1336,0
1337,0
1338,0
1339,1
1340,0
1341,0
1342,1
1343,1
1344,0
1345,1
1346,1
1347,0
1348,1
1349,1
1350,0
1351,1
1352,0
1353,0
1354,0
1355,0
1356,1
1357,1
1358,0
1359,1
1360,1
1361,0
1362,1
1363,0
1364,0
1365,1
1366,0
1367,0
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,0
1375,0
1376,1
1377,0
1378,1
1379,1
1380,1
1381,0
1382,1
1383,1
1384,1
1385,0
1386,0
1387,1
1388,1
1389,1
1390,1
1391,0
1392,0
1393,1
1394,0
1395,1
1396,1
1397,1
1398,1
1399,0
1400,0
1401,1
1402,0
1403,0
1404,0
1405,1
1406,1
1407,0
1408,0
1409,0
1410,0
1411,0
1412,1
1413,1
1414,0
1415,0
1416,0
1417,1
1418,0
1419,1
1420,0
1421,0
1422,1
1423,1
1424,1
1425,0
1426,0
1427,1
1428,1
1429,1
1430,1
1431,0
1432,1
1433,0
1434,1
1435,1
1436,1
1437,1
1438,0
1439,0
1440,1
1441,0
1442,0
1443,1
1444,1
1445,0
1446,1
1447,1
1448,0
1449,0
1450,0
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,0
1460,1
1461,1
1462,1
1463,0
1464,1
1465,1
1466,1
1467,0
1468,0
1469,1
1470,0
1471,1
1472,0
1473,1
1474,0
1475,1
1476,0
1477,0
1478,1
1479,0
1480,1
1481,0
1482,0
1483,0
1484,1
1485,0
1486,1
1487,1
1488,0
1489,0
1490,0
1491,1
1492,0
1493,0
1494,1
1495,0
1496,0
1497,1
1498,0
1499,0
1500,1
1501,1
1502,0
1503,0
1504,0
1505,1
1506,1
1507,0
1508,0
1509,0
1510,1
1511,1
1512,1
1513,0
1514,1
1515,1
1516,1
1517,0
1518,1
1519,0
1520,0
1521,1
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,1
1529,0
1530,0
1531,1
1532,0
1533,1
1534,1
1535,0
1536,0
1537,1
1538,1
1539,0
1540,1
1541,0
1542,1
1543,1
1544,1
1545,0
1546,1
1547,1
1548,0
1549,1
1550,1
1551,0
1552,1
1553,0
1554,0
1555,0
1556,1
1557,1
1558,0
1559,1
1560,0
1561,0
1562,0
1563,1
1564,0
1565,1
1566,1
1567,1
1568,0
1569,0
1570,1
1571,1
1572,1
1573,1
1574,0
1575,1
1576,0
1577,1
1578,1
1579,0
1580,1
1581,0
1582,0
1583,1
1584,1
1585,0
1586,0
1587,0
1588,1
1589,1
1590,1
1591,1
1592,0
1593,1
1594,0
1595,0
1596,0
1597,0
1598,1
1599,1
1600,1
1601,1
1602,1
1603,1
1604,0
1605,1
1606,1
1607,1
1608,0
1609,1
1610,0
1611,0
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,0
1619,0
1620,1
1621,0
1622,0
1623,0
1624,0
1625,1
1626,0
1627,1
1628,0
1629,0
1630,1
1631,1
1632,0
1633,1
1634,1
1635,0
1636,1
1637,1
1638,0
1639,1
1640,0
1641,1
1642,0
1643,0
1644,0
1645,1
1646,1
1647,0
1648,0
1649,0
1650,0
1651,1
1652,1
1653,0
1654,0
1655,0
1656,1
1657,0
1658,1
1659,1
1660,0
1661,0
1662,0
1663,0
1664,0
1665,1
1666,0
1667,0
1668,0
1669,0
1670,0
1671,1
1672,0
1673,1
1674,0
1675,1
1676,0
1677,1
1678,1
1679,1
1680,0
1681,1
1682,0
1683,0
1684,1
1685,1
1686,0
1687,0
1688,1
1689,1
1690,1
1691,1
1692,0
1693,1
1694,1
1695,0
1696,0
1697,0
1698,0
1699,0
1700,1
1701,0
1702,0
1703,0
1704,1
1705,0
1706,0
1707,1
1708,0
1709,1
1710,0
1711,1
1712,0
1713,1
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,1
1725,0
1726,1
1727,0
1728,0
1729,1
1730,0
1731,0
1732,0
1733,0
1734,0
1735,1
1736,1
1737,0
1738,0
1739,1
1740,0
1741,0
1742,0
1743,0
1744,1
1745,0
1746,0
1747,0
1748,1
1749,0
1750,0
1751,0
1752,0
1753,1
1754,1
1755,1
1756,0
1757,1
1758,1
1759,1
1760,0
1761,0
1762,0
1763,1
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,1
1774,0
1775,0
1776,0
1777,0
1778,1
1779,1
1780,0
1781,0
1782,1
1783,1
1784,0
1785,0
1786,1
1787,0
1788,0
1789,0
1790,0
1791,0
1792,1
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,1
1800,1
1801,0
1802,0
1803,1
1804,0
1805,0
1806,0
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,0
1814,0
1815,1
1816,1
1817,0
1818,0
1819,1
1820,1
1821,0
1822,0
1823,0
1824,0
1825,0
1826,1
1827,0
1828,1
1829,0
1830,0
1831,1
1832,1
1833,0
1834,1
1835,0
1836,0
1837,0
1838,1
1839,0
1840,0
1841,1
1842,1
1843,1
1844,0
1845,0
1846,0
1847,1
1848,1
1849,0
1850,0
1851,1
1852,0
1853,1
1854,0
1855,0
1856,0
1857,0
1858,0
1859,1
1860,0
1861,0
1862,1
1863,0
1864,0
1865,0
1866,1
1867,1
1868,0
1869,0
1870,0
1871,1
1872,0
1873,0
1874,1
1875,0
1876,0
1877,0
1878,1
1879,0
1880,0
1881,1
1882,0
1883,0
1884,0
1885,1
1886,0
1887,1
1888,0
1889,0
1890,1
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,1
1899,1
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,1
1907,1
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,1
1915,1
1916,0
1917,0
1918,1
1919,0
1920,1
1921,0
1922,0
1923,0
1924,1
1925,0
1926,1
1927,1
1928,1
1929,1
1930,0
1931,1
1932,1
1933,0
1934,0
1935,1
1936,1
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,1
1946,1
1947,1
1948,0
1949,0
1950,1
1951,1
1952,0
1953,0
1954,1
1955,1
1956,1
1957,1
1958,0
1959,1
1960,1
1961,0
1962,1
1963,1
1964,1
1965,1
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,1
1973,0
1974,1
1975,0
1976,0
1977,0
1978,1
1979,0
1980,0
1981,1
1982,0
1983,1
1984,0
1985,1
1986,1
1987,0
1988,1
1989,0
1990,0
1991,1
1992,1
1993,1
1994,0
1995,0
1996,0
1997,1
1998,0
1999,1
2000,0
2001,1
2002,0
2003,1
2004,1
2005,1
2006,1
2007,0
2008,1
2009,1
2010,1
2011,0
2012,0
2013,1
2014,1
2015,0
2016,0
2017,1
2018,0
2019,0
2020,0
2021,1
2022,0
2023,0
2024,1
2025,1
2026,1
2027,0
2028,1
2029,0
2030,1
2031,0
2032,0
2033,1
2034,0
2035,0
2036,1
2037,0
2038,1
2039,0
2040,0
2041,1
2042,1
2043,1
2044,1
2045,0
2046,1
2047,1
2048,0
2049,1
2050,0
2051,1
2052,0
2053,1
2054,0
2055,0
2056,1
2057,1
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,1
2065,0
2066,0
2067,1
2068,0
2069,1
2070,1
2071,1
2072,1
2073,1
2074,0
2075,0
2076,1
2077,1
2078,0
2079,1
2080,0
2081,1
2082,0
2083,1
2084,1
2085,1
2086,1
2087,0
2088,0
2089,1
2090,1
2091,0
2092,0
2093,1
2094,0
2095,1
2096,0
2097,0
2098,1
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,1
2106,0
2107,1
2108,1
2109,1
2110,1
2111,0
2112,0
2113,1
2114,1
2115,1
2116,1
2117,1
2118,0
2119,1
2120,1
2121,1
2122,0
2123,0
2124,1
2125,1
2126,1
2127,0
2128,0
2129,0
2130,0
2131,1
2132,0
2133,0
2134,0
2135,0
2136,1
2137,1
2138,1
2139,1
2140,1
2141,1
2142,0
2143,0
2144,0
2145,1
2146,0
2147,0
2148,0
2149,1
2150,1
2151,0
2152,1
2153,1
2154,0
2155,1
2156,0
2157,0
2158,1
2159,1
2160,1
2161,0
2162,0
2163,1
2164,0
2165,1
2166,0
2167,0
2168,0
2169,1
2170,0
2171,1
2172,0
2173,0
2174,1
2175,1
2176,0
2177,1
2178,1
2179,0
2180,0
2181,1
2182,1
2183,0
2184,0
2185,1
2186,0
2187,0
2188,0
2189,0
2190,1
2191,1
2192,1
2193,1
2194,1
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,1
2202,0
2203,1
2204,1
2205,1
2206,0
2207,1
2208,1
2209,1
2210,1
2211,1
2212,0
2213,0
2214,1
2215,1
2216,0
2217,0
2218,1
2219,0
2220,1
2221,1
2222,1
2223,1
2224,1
2225,0
2226,0
2227,0
2228,0
2229,1
2230,0
2231,1
2232,1
2233,0
2234,0
2235,0
2236,1
2237,0
2238,1
2239,0
2240,1
2241,0
2242,0
2243,1
2244,0
2245,1
2246,0
2247,0
2248,1
2249,0
2250,1
2251,1
2252,1
2253,1
2254,0
2255,1
2256,1
2257,0
2258,0
2259,1
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,1
2268,1
2269,1
2270,0
2271,1
2272,0
2273,0
2274,1
2275,1
2276,1
2277,0
2278,0
2279,1
2280,0
2281,0
2282,1
2283,0
2284,1
2285,0
2286,1
2287,1
2288,0
2289,1
2290,0
2291,0
2292,0
2293,0
2294,1
2295,0
2296,0
2297,1
2298,0
2299,0
2300,0
2301,1
2302,0
2303,0
2304,1
2305,0
2306,0
2307,0
2308,1
2309,1
2310,1
2311,0
2312,0
2313,1
2314,1
2315,1
2316,1
2317,0
2318,0
2319,0
2320,0
2321,1
2322,0
2323,0
2324,0
2325,0
2326,1
2327,1
2328,1
2329,1
2330,1
2331,0
2332,0
2333,0
2334,1
2335,1
2336,1
2337,1
2338,0
2339,0
2340,0
2341,1
2342,0
2343,0
2344,0
2345,1
2346,0
2347,1
2348,1
2349,0
2350,0
2351,1
2352,0
2353,1
2354,0
2355,1
2356,1
2357,0
2358,1
2359,1
2360,1
2361,0
2362,1
2363,0
2364,0
2365,1
2366,1
2367,0
2368,0
2369,0
2370,0
2371,0
2372,1
2373,0
2374,1
2375,0
2376,1
2377,0
2378,0
2379,0
2380,1
2381,1
2382,0
2383,0
2384,0
2385,1
2386,0
2387,1
2388,1
2389,1
2390,0
2391,1
2392,1
2393,0
2394,1
2395,0
2396,0
2397,0
2398,1
2399,1
2400,0
2401,1
2402,0
2403,1
2404,0
2405,0
2406,0
2407,1
2408,0
2409,1
2410,0
2411,1
2412,0
2413,0
2414,1
2415,1
2416,0
2417,1
2418,1
2419,0
2420,1
2421,0
2422,1
2423,1
2424,1
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,1
2436,0
2437,0
2438,0
2439,1
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,1
2447,0
2448,0
2449,1
2450,0
2451,0
2452,0
2453,1
2454,1
2455,1
2456,1
2457,1
2458,0
2459,0
2460,0
2461,1
2462,1
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,1
2474,0
2475,1
2476,1
2477,1
2478,0
2479,1
2480,1
2481,0
2482,1
2483,1
2484,1
2485,1
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,1
2495,1
2496,0
2497,1
2498,0
2499,0
2500,1
2501,1
2502,1
2503,0
2504,1
2505,1
2506,0
2507,1
2508,1
2509,0
2510,1
2511,1
2512,0
2513,0
2514,0
2515,1
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,1
2523,1
2524,1
2525,1
2526,0
2527,1
2528,0
2529,0
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,0
2537,1
2538,0
2539,1
2540,0
2541,1
2542,0
2543,0
2544,0
2545,0
2546,0
2547,1
2548,0
2549,1
2550,1
2551,0
2552,0
2553,0
2554,0
2555,1
2556,0
2557,0
2558,0
2559,1
2560,1
2561,0
2562,1
2563,1
2564,1
2565,1
2566,0
2567,1
2568,0
2569,0
2570,1
2571,0
2572,1
2573,0
2574,1
2575,1
2576,1
2577,1
2578,1
2579,0
2580,0
2581,1
2582,1
2583,1
2584,0
2585,1
2586,0
2587,0
2588,0
2589,0
2590,1
2591,0
2592,0
2593,1
2594,0
2595,1
2596,0
2597,0
2598,0
2599,0
2600,1
2601,1
2602,0
2603,0
2604,0
2605,0
2606,1
2607,0
2608,1
2609,1
2610,1
2611,0
2612,0
2613,0
2614,1
2615,1
2616,0
2617,1
2618,0
2619,0
2620,1
2621,0
2622,0
2623,0
2624,0
2625,1
2626,1
2627,0
2628,1
2629,0
2630,0
2631,0
2632,1
2633,1
2634,0
2635,0
2636,0
2637,1
2638,1
2639,1
2640,0
2641,0
2642,1
2643,1
2644,1
2645,1
2646,0
2647,1
2648,1
2649,1
2650,1
2651,1
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,1
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,1
2668,1
2669,0
2670,0
2671,1
2672,1
2673,0
2674,1
2675,1
2676,0
2677,0
2678,0
2679,0
2680,1
2681,1
2682,0
2683,1
2684,1
2685,1
2686,1
2687,1
2688,0
2689,0
2690,0
2691,0
2692,1
2693,1
2694,0
2695,1
2696,0
2697,0
2698,1
2699,1
2700,0
2701,0
2702,0
2703,0
2704,1
2705,0
2706,1
2707,1
2708,1
2709,1
2710,1
2711,1
2712,1
2713,1
2714,0
2715,0
2716,0
2717,0
2718,1
2719,0
2720,1
2721,0
2722,1
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,1
2730,1
2731,0
2732,0
2733,0
2734,1
2735,1
2736,0
2737,1
2738,1
2739,1
2740,1
2741,0
2742,1
2743,0
2744,1
2745,0
2746,0
2747,1
2748,1
2749,1
2750,1
2751,0
2752,0
2753,0
2754,1
2755,1
2756,0
2757,0
2758,1
2759,0
2760,1
2761,0
2762,1
2763,1
2764,0
2765,1
2766,1
2767,1
2768,0
2769,0
2770,1
2771,1
2772,0
2773,0
2774,1
2775,0
2776,0
2777,0
2778,0
2779,1
2780,1
2781,1
2782,0
2783,0
2784,0
2785,1
2786,0
2787,0
2788,1
2789,1
2790,0
2791,0
2792,0
2793,0
2794,1
2795,0
2796,0
2797,1
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,1
2805,1
2806,1
2807,1
2808,0
2809,1
2810,0
2811,0
2812,1
2813,1
2814,0
2815,0
2816,0
2817,1
2818,1
2819,1
2820,1
2821,0
2822,0
2823,1
2824,1
2825,1
2826,1
2827,0
2828,1
2829,0
2830,0
2831,0
2832,0
2833,1
2834,1
2835,0
2836,1
2837,0
2838,0
2839,0
2840,0
2841,1
2842,0
2843,0
2844,1
2845,0
2846,1
2847,1
2848,1
2849,0
2850,0
2851,1
2852,0
2853,1
2854,1
2855,0
2856,1
2857,0
2858,1
2859,0
2860,1
2861,0
2862,0
2863,1
2864,0
2865,0
2866,0
2867,1
2868,1
2869,0
2870,0
2871,1
2872,1
2873,1
2874,1
2875,1
2876,0
2877,1
2878,0
2879,0
2880,0
2881,0
2882,1
2883,0
2884,1
2885,1
2886,1
2887,1
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,1
2895,1
2896,1
2897,0
2898,0
2899,1
2900,1
2901,1
2902,0
2903,0
2904,1
2905,0
2906,0
2907,0
2908,1
2909,0
2910,1
2911,1
2912,0
2913,1
2914,1
2915,0
2916,0
2917,1
2918,1
2919,0
2920,1
2921,1
2922,0
2923,1
2924,0
2925,0
2926,1
2927,1
2928,1
2929,0
2930,1
2931,1
2932,1
2933,1
2934,0
2935,1
2936,0
2937,0
2938,0
2939,1
2940,1
2941,0
2942,1
2943,0
2944,0
2945,0
2946,1
2947,0
2948,0
2949,1
2950,1
2951,1
2952,1
2953,0
2954,1
2955,0
2956,0
2957,0
2958,0
2959,1
2960,0
2961,0
2962,1
2963,0
2964,0
2965,0
2966,1
2967,0
2968,0
2969,0
2970,1
2971,0
2972,1
2973,0
2974,1
2975,1
2976,0
2977,0
2978,1
2979,0
2980,1
2981,1
2982,0
2983,1
2984,1
2985,1
2986,0
2987,1
2988,1
2989,1
2990,0
2991,0
2992,0
2993,1
2994,1
2995,1
2996,1
2997,1
2998,1
